,red,green,blue
0,5.778127878389999,5.544912859572499,11.0330202170525
1,19.36923303085,22.558540505409997,44.34192419159749
2,7.256496284810002,15.72746132191,62.44642786406751
3,5.3156819393124985,10.778527720469999,11.1925426780075
4,10.2811865565725,18.359223241387504,81.98485739748749
5,14.515131443497504,38.755148293530006,75.02039439908502
6,21.802983702925005,11.967495157434998,10.328539970815001
7,3.984882054115,9.452680221129997,66.76642029836749
8,13.4030604521725,7.3397011318324985,25.289596726447503
9,3.0120969067224994,4.201145501040001,29.016484004922507
10,19.39820001113249,35.2582838797925,16.43373067918
11,27.514796898949996,23.6090156963675,13.897430879837497
12,1.8686815294375,4.7767268368875,52.138468546595014
13,7.870396381562499,22.2428012683575,14.8161522196
14,8.2185158581575,3.4188736376074997,9.4514255417025
15,33.12103663237499,39.34806831991751,13.4559240448275
16,11.3465467707,8.9265368229425,57.43068539406999
17,4.374388305237501,20.08169190298249,66.35658449280001
18,40.95736344963751,65.86708347368251,165.14361485203506
19,27.062482774410007,43.243364139505,111.38249318393001
20,16.5945142253175,26.547528792132496,69.2578168700075
21,9.409038527809997,15.050250237490001,39.510498127590004
22,4.261618541115,6.8983644776599995,18.3901229362425
23,1.5241488418525004,2.516388895725,6.89187830779
